customer_id,company_name,is_active,churned_at,plan_tier,start_date,end_date,sessions,session_duration_sec,feature,date,churn_flag,total_duration,total_sessions,engagement_score,segment
177,Iris Cloud,True,,starter,2023-04-27,2024-02-21,45,1022,Feature_B,2025-04-09,0,9042,156,246.42000000000002,High
177,Iris Cloud,True,,starter,2023-04-27,2024-02-21,8,940,Feature_B,2025-08-22,0,9042,156,246.42000000000002,High
177,Iris Cloud,True,,starter,2023-04-27,2024-02-21,25,2559,Feature_A,2026-09-01,0,9042,156,246.42000000000002,High
177,Iris Cloud,True,,starter,2024-02-21,,45,1022,Feature_B,2025-04-09,0,9042,156,246.42000000000002,High
177,Iris Cloud,True,,starter,2024-02-21,,8,940,Feature_B,2025-08-22,0,9042,156,246.42000000000002,High
177,Iris Cloud,True,,starter,2024-02-21,,25,2559,Feature_A,2026-09-01,0,9042,156,246.42000000000002,High
181,PulseHub,True,,professional,2025-03-24,2025-07-17,3,4581,Feature_C,2024-10-05,0,9162,6,97.62,Medium
181,PulseHub,True,,professional,2025-07-17,,3,4581,Feature_C,2024-10-05,0,9162,6,97.62,Medium
184,BoltSystems,False,2025-10-16 20:54:57,free,2023-11-06,2024-02-24,39,4070,Feature_B,2025-11-06,1,8140,78,159.4,High
184,BoltSystems,False,2025-10-16 20:54:57,professional,2024-02-24,2025-10-16,39,4070,Feature_B,2025-11-06,1,8140,78,159.4,High
187,Hive Ventures,True,,free,2024-09-22,2025-03-08,35,1825,Feature_A,2024-07-03,0,3650,70,106.5,Medium
187,Hive Ventures,True,,starter,2025-03-08,,35,1825,Feature_A,2024-07-03,0,3650,70,106.5,Medium
188,GridDigital,True,,starter,2023-09-12,,1,582,Feature_A,2024-03-18,0,582,1,6.82,Low
190,Acme Studio,True,,starter,2025-09-04,,33,472,Feature_A,2024-01-30,0,2707,93,120.07,Medium
190,Acme Studio,True,,starter,2025-09-04,,31,1116,Feature_C,2024-05-24,0,2707,93,120.07,Medium
190,Acme Studio,True,,starter,2025-09-04,,29,1119,Feature_C,2025-06-18,0,2707,93,120.07,Medium
191,Data Logic,True,,professional,2024-07-03,2025-01-02,44,2109,Feature_B,2024-10-11,0,6327,132,195.27,High
191,Data Logic,True,,enterprise,2025-01-02,2025-07-01,44,2109,Feature_B,2024-10-11,0,6327,132,195.27,High
191,Data Logic,True,,starter,2025-07-01,,44,2109,Feature_B,2024-10-11,0,6327,132,195.27,High
192,GlowSoftware,True,,starter,2024-03-23,,19,802,Feature_A,2025-03-22,0,802,19,27.02,Low
194,Zeal Analytics,True,,starter,2024-08-13,,25,1566,Feature_A,2026-03-12,0,1566,25,40.66,Low
196,CloudDynamics,True,,starter,2023-03-21,2024-03-07,45,1946,Feature_C,2026-06-07,0,3892,90,128.92000000000002,High
196,CloudDynamics,True,,professional,2024-03-07,,45,1946,Feature_C,2026-06-07,0,3892,90,128.92000000000002,High
198,DriftStudio,True,,free,2023-01-25,2023-04-14,5,4676,Feature_B,2024-06-27,0,23736,75,312.36,High
198,DriftStudio,True,,free,2023-01-25,2023-04-14,20,3236,Feature_C,2026-05-23,0,23736,75,312.36,High
198,DriftStudio,True,,professional,2023-04-14,2024-01-07,5,4676,Feature_B,2024-06-27,0,23736,75,312.36,High
198,DriftStudio,True,,professional,2023-04-14,2024-01-07,20,3236,Feature_C,2026-05-23,0,23736,75,312.36,High
198,DriftStudio,True,,starter,2024-01-07,,5,4676,Feature_B,2024-06-27,0,23736,75,312.36,High
198,DriftStudio,True,,starter,2024-01-07,,20,3236,Feature_C,2026-05-23,0,23736,75,312.36,High
201,ZenNet,False,2025-05-11 23:47:38,starter,2023-04-19,2024-01-26,17,4108,Feature_A,2024-04-09,1,8216,34,116.16,Medium
201,ZenNet,False,2025-05-11 23:47:38,professional,2024-01-26,2025-05-11,17,4108,Feature_A,2024-04-09,1,8216,34,116.16,Medium
202,CoreCloud,True,,starter,2025-05-05,2025-10-31,18,1760,Feature_C,2024-03-04,0,9728,104,201.28,High
202,CoreCloud,True,,starter,2025-05-05,2025-10-31,34,3104,Feature_B,2026-08-11,0,9728,104,201.28,High
202,CoreCloud,True,,enterprise,2025-10-31,,18,1760,Feature_C,2024-03-04,0,9728,104,201.28,High
202,CoreCloud,True,,enterprise,2025-10-31,,34,3104,Feature_B,2026-08-11,0,9728,104,201.28,High
203,Tidal Analytics,True,,starter,2025-04-03,,39,1112,Feature_C,2024-06-20,0,2048,56,76.48,Medium
203,Tidal Analytics,True,,starter,2025-04-03,,17,936,Feature_A,2025-07-03,0,2048,56,76.48,Medium
205,HubAI,True,,professional,2023-06-26,,15,4969,Feature_B,2025-11-12,0,4969,15,64.69,Medium
206,RushHQ,True,,free,2023-03-31,2023-07-26,32,1508,Feature_A,2024-02-23,0,3016,64,94.16,Medium
206,RushHQ,True,,enterprise,2023-07-26,,32,1508,Feature_A,2024-02-23,0,3016,64,94.16,Medium
207,OnyxDynamics,True,,free,2024-02-02,,29,3710,Feature_A,2024-04-30,0,3710,29,66.1,Medium
208,Echo Dev,True,,starter,2025-03-21,,17,337,Feature_C,2024-08-05,0,337,17,20.37,Low
214,UltraSolutions,True,,professional,2023-09-13,2024-01-27,11,2796,Feature_C,2025-12-16,0,5592,22,77.92,Medium
214,UltraSolutions,True,,enterprise,2024-01-27,,11,2796,Feature_C,2025-12-16,0,5592,22,77.92,Medium
215,ArcSolutions,True,,starter,2024-12-04,,26,2601,Feature_C,2026-09-21,0,2601,26,52.010000000000005,Low
216,SyncLabs,True,,starter,2024-09-20,2025-09-10,38,2494,Feature_A,2026-06-16,0,7482,114,188.82,High
216,SyncLabs,True,,professional,2025-09-10,2025-11-10,38,2494,Feature_A,2026-06-16,0,7482,114,188.82,High
216,SyncLabs,True,,starter,2025-11-10,,38,2494,Feature_A,2026-06-16,0,7482,114,188.82,High
217,PeakSolutions,True,,free,2025-01-17,2025-08-23,18,4776,Feature_A,2024-03-16,0,19300,190,383.0,High
217,PeakSolutions,True,,free,2025-01-17,2025-08-23,45,1384,Feature_B,2025-03-31,0,19300,190,383.0,High
217,PeakSolutions,True,,free,2025-01-17,2025-08-23,32,3490,Feature_B,2025-05-28,0,19300,190,383.0,High
217,PeakSolutions,True,,free,2025-08-23,,18,4776,Feature_A,2024-03-16,0,19300,190,383.0,High
217,PeakSolutions,True,,free,2025-08-23,,45,1384,Feature_B,2025-03-31,0,19300,190,383.0,High
217,PeakSolutions,True,,free,2025-08-23,,32,3490,Feature_B,2025-05-28,0,19300,190,383.0,High
218,Keen Dynamics,False,2024-01-30 09:05:08,starter,2023-04-10,2024-01-30,25,621,Feature_C,2025-01-27,1,1880,26,44.8,Low
218,Keen Dynamics,False,2024-01-30 09:05:08,starter,2023-04-10,2024-01-30,1,1259,Feature_B,2026-07-11,1,1880,26,44.8,Low
220,GridTech,True,,professional,2024-03-04,2024-12-09,26,463,Feature_C,2024-06-12,0,926,52,61.26,Low
220,GridTech,True,,enterprise,2024-12-09,,26,463,Feature_C,2024-06-12,0,926,52,61.26,Low
224,GridVentures,False,2024-11-24 23:57:29,free,2023-02-08,2024-11-24,29,681,Feature_A,2025-08-21,1,681,29,35.81,Low
225,CloudLogic,True,,starter,2025-04-17,,35,4017,Feature_B,2026-03-21,0,4017,35,75.17,Medium
226,OrbitDigital,True,,free,2025-07-24,,7,708,Feature_B,2024-09-13,0,708,7,14.08,Low
228,DriftAI,True,,professional,2023-09-05,,34,995,Feature_C,2026-02-03,0,2280,66,88.8,Medium
228,DriftAI,True,,professional,2023-09-05,,32,1285,Feature_C,2026-06-15,0,2280,66,88.8,Medium
229,LinkDynamics,True,,enterprise,2025-05-24,2025-10-10,42,3800,Feature_A,2026-02-27,0,7600,84,160.0,High
229,LinkDynamics,True,,professional,2025-10-10,,42,3800,Feature_A,2026-02-27,0,7600,84,160.0,High
230,PeakPlatform,True,,starter,2023-05-16,,22,4385,Feature_A,2024-09-09,0,4385,22,65.85,Medium
231,OrbitAnalytics,True,,starter,2023-08-12,,44,1443,Feature_A,2024-04-04,0,1884,86,104.84,Medium
231,OrbitAnalytics,True,,starter,2023-08-12,,42,441,Feature_C,2024-05-09,0,1884,86,104.84,Medium
233,Hive Hub,True,,starter,2023-10-30,,11,3076,Feature_A,2025-12-05,0,7609,60,136.09,High
233,Hive Hub,True,,starter,2023-10-30,,49,4533,Feature_B,2026-01-30,0,7609,60,136.09,High
235,SyncSystems,True,,free,2023-08-16,,24,4383,Feature_A,2025-05-08,0,4383,24,67.83,Medium
236,ArcWorks,False,2025-10-07 10:03:06,starter,2024-09-27,2025-02-04,25,2757,Feature_C,2025-10-04,1,10738,74,181.38,High
236,ArcWorks,False,2025-10-07 10:03:06,starter,2024-09-27,2025-02-04,12,2612,Feature_B,2026-04-17,1,10738,74,181.38,High
236,ArcWorks,False,2025-10-07 10:03:06,professional,2025-02-04,2025-10-07,25,2757,Feature_C,2025-10-04,1,10738,74,181.38,High
236,ArcWorks,False,2025-10-07 10:03:06,professional,2025-02-04,2025-10-07,12,2612,Feature_B,2026-04-17,1,10738,74,181.38,High
239,IonGroup,True,,professional,2025-07-02,2025-09-20,18,4058,Feature_A,2025-12-17,0,12174,54,175.74,High
239,IonGroup,True,,professional,2025-09-20,2025-11-20,18,4058,Feature_A,2025-12-17,0,12174,54,175.74,High
239,IonGroup,True,,professional,2025-11-20,,18,4058,Feature_A,2025-12-17,0,12174,54,175.74,High
242,HubStudio,False,2025-10-28 17:12:12,starter,2024-11-08,2025-10-05,33,3279,Feature_A,2024-02-14,1,6558,66,131.57999999999998,High
242,HubStudio,False,2025-10-28 17:12:12,professional,2025-10-05,2025-10-28,33,3279,Feature_A,2024-02-14,1,6558,66,131.57999999999998,High
243,YieldSystems,True,,free,2023-10-04,,48,541,Feature_B,2026-02-24,0,541,48,53.41,Low
244,Grid IO,False,2025-01-27 18:02:49,starter,2023-10-30,2024-09-07,19,1087,Feature_B,2026-08-16,1,2174,38,59.739999999999995,Low
244,Grid IO,False,2025-01-27 18:02:49,starter,2024-09-07,2025-01-27,19,1087,Feature_B,2026-08-16,1,2174,38,59.739999999999995,Low
246,Luna AI,False,2025-10-20 17:18:03,starter,2025-06-30,2025-10-20,42,4819,Feature_B,2024-10-28,1,4819,42,90.19,Medium
247,VertexStudio,True,,free,2024-04-12,2025-03-05,36,1866,Feature_C,2024-06-18,0,18540,213,398.4,High
247,VertexStudio,True,,free,2024-04-12,2025-03-05,35,4314,Feature_B,2025-01-13,0,18540,213,398.4,High
247,VertexStudio,True,,enterprise,2025-03-05,2025-06-08,36,1866,Feature_C,2024-06-18,0,18540,213,398.4,High
247,VertexStudio,True,,enterprise,2025-03-05,2025-06-08,35,4314,Feature_B,2025-01-13,0,18540,213,398.4,High
247,VertexStudio,True,,starter,2025-06-08,,36,1866,Feature_C,2024-06-18,0,18540,213,398.4,High
247,VertexStudio,True,,starter,2025-06-08,,35,4314,Feature_B,2025-01-13,0,18540,213,398.4,High
249,RiftPro,True,,professional,2025-06-08,,32,4727,Feature_B,2025-10-25,0,7840,73,151.4,High
249,RiftPro,True,,professional,2025-06-08,,41,3113,Feature_A,2025-12-13,0,7840,73,151.4,High
250,SageNet,True,,starter,2025-04-26,2025-09-07,46,2190,Feature_C,2025-09-27,0,4380,92,135.8,High
250,SageNet,True,,professional,2025-09-07,,46,2190,Feature_C,2025-09-27,0,4380,92,135.8,High
253,Quest HQ,True,,enterprise,2025-01-03,,39,4246,Feature_B,2024-01-22,0,4587,78,123.87,Medium
253,Quest HQ,True,,enterprise,2025-01-03,,39,341,Feature_B,2024-10-12,0,4587,78,123.87,Medium
254,GridHub,False,2024-01-29 00:09:20,starter,2023-04-19,2024-01-29,30,4325,Feature_C,2024-07-28,1,8648,61,147.48000000000002,High
254,GridHub,False,2024-01-29 00:09:20,starter,2023-04-19,2024-01-29,31,4323,Feature_A,2024-08-14,1,8648,61,147.48000000000002,High
256,DriftOps,True,,free,2024-05-09,2025-05-03,49,1465,Feature_C,2025-08-08,0,2930,98,127.3,High
256,DriftOps,True,,professional,2025-05-03,,49,1465,Feature_C,2025-08-08,0,2930,98,127.3,High
258,Mist Net,True,,professional,2023-07-25,,15,138,Feature_A,2025-02-14,0,138,15,16.38,Low
259,RiftDigital,True,,starter,2024-08-19,2024-12-27,11,4278,Feature_C,2026-04-01,0,8556,22,107.56,Medium
259,RiftDigital,True,,professional,2024-12-27,,11,4278,Feature_C,2026-04-01,0,8556,22,107.56,Medium
261,JetAI,True,,free,2025-01-30,,16,2320,Feature_C,2026-04-05,0,2320,16,39.2,Low
263,WarpVentures,True,,starter,2023-06-27,2023-09-14,42,3329,Feature_C,2024-07-20,0,6658,84,150.57999999999998,High
263,WarpVentures,True,,professional,2023-09-14,,42,3329,Feature_C,2024-07-20,0,6658,84,150.57999999999998,High
264,Link Analytics,True,,free,2025-08-12,,46,3556,Feature_B,2024-12-04,0,3556,46,81.56,Medium
265,FluxVentures,True,,starter,2023-06-13,2024-04-25,10,3079,Feature_C,2025-04-13,0,6158,20,81.58,Medium
265,FluxVentures,True,,professional,2024-04-25,,10,3079,Feature_C,2025-04-13,0,6158,20,81.58,Medium
268,PeakSoftware,True,,free,2025-03-03,,11,1617,Feature_B,2025-10-02,0,1617,11,27.17,Low
269,NovaDynamics,True,,free,2025-01-04,,24,2646,Feature_C,2024-12-18,0,2646,24,50.46,Low
270,JadeTech,True,,free,2023-05-02,2023-07-20,10,4915,Feature_C,2024-03-06,0,14568,44,189.68,High
270,JadeTech,True,,free,2023-05-02,2023-07-20,12,2369,Feature_B,2026-04-25,0,14568,44,189.68,High
270,JadeTech,True,,professional,2023-07-20,,10,4915,Feature_C,2024-03-06,0,14568,44,189.68,High
270,JadeTech,True,,professional,2023-07-20,,12,2369,Feature_B,2026-04-25,0,14568,44,189.68,High
277,Mist Tech,False,2025-09-19 05:48:40,free,2025-07-02,2025-09-19,4,4531,Feature_C,2024-01-18,1,5701,22,79.00999999999999,Medium
277,Mist Tech,False,2025-09-19 05:48:40,free,2025-07-02,2025-09-19,18,1170,Feature_A,2026-02-15,1,5701,22,79.00999999999999,Medium
279,ZenStudio,True,,professional,2025-08-29,,43,3827,Feature_A,2025-03-30,0,3827,43,81.27000000000001,Medium
280,VinePro,True,,starter,2023-07-31,,24,2656,Feature_A,2024-06-25,0,5401,68,122.00999999999999,Medium
280,VinePro,True,,starter,2023-07-31,,44,2745,Feature_A,2024-10-02,0,5401,68,122.00999999999999,Medium
281,EchoHQ,True,,free,2023-09-27,,6,2311,Feature_C,2025-11-22,0,2311,6,29.11,Low
284,EchoOps,False,2025-09-17 08:42:34,starter,2023-06-14,2024-04-06,48,2248,Feature_C,2024-09-15,1,4496,96,140.96,High
284,EchoOps,False,2025-09-17 08:42:34,free,2024-04-06,2025-09-17,48,2248,Feature_C,2024-09-15,1,4496,96,140.96,High
285,Luna Dev,True,,enterprise,2023-08-10,,48,1859,Feature_A,2025-02-25,0,2894,81,109.94,Medium
285,Luna Dev,True,,enterprise,2023-08-10,,33,1035,Feature_C,2026-09-02,0,2894,81,109.94,Medium
289,OrbitIO,True,,free,2023-05-18,2024-04-09,9,540,Feature_B,2024-04-02,0,14601,96,242.01,High
289,OrbitIO,True,,free,2023-05-18,2024-04-09,23,4327,Feature_B,2026-06-06,0,14601,96,242.01,High
289,OrbitIO,True,,enterprise,2024-04-09,2025-03-06,9,540,Feature_B,2024-04-02,0,14601,96,242.01,High
289,OrbitIO,True,,enterprise,2024-04-09,2025-03-06,23,4327,Feature_B,2026-06-06,0,14601,96,242.01,High
289,OrbitIO,True,,starter,2025-03-06,,9,540,Feature_B,2024-04-02,0,14601,96,242.01,High
289,OrbitIO,True,,starter,2025-03-06,,23,4327,Feature_B,2026-06-06,0,14601,96,242.01,High
294,UnitLogic,False,2025-09-16 05:12:33,professional,2024-03-25,2024-09-06,47,2885,Feature_B,2024-06-24,1,5770,94,151.7,High
294,UnitLogic,False,2025-09-16 05:12:33,professional,2024-09-06,2025-09-16,47,2885,Feature_B,2024-06-24,1,5770,94,151.7,High
296,WaveStudio,False,2024-08-27 05:22:20,free,2024-06-02,2025-01-30,21,4245,Feature_A,2024-03-10,1,17868,60,238.68,High
296,WaveStudio,False,2024-08-27 05:22:20,free,2024-06-02,2025-01-30,9,4689,Feature_C,2026-05-08,1,17868,60,238.68,High
296,WaveStudio,False,2024-08-27 05:22:20,starter,2025-01-30,2024-08-27,21,4245,Feature_A,2024-03-10,1,17868,60,238.68,High
296,WaveStudio,False,2024-08-27 05:22:20,starter,2025-01-30,2024-08-27,9,4689,Feature_C,2026-05-08,1,17868,60,238.68,High
302,DriftSystems,True,,starter,2024-09-19,,34,4705,Feature_A,2024-10-04,0,6901,80,149.01,High
302,DriftSystems,True,,starter,2024-09-19,,46,2196,Feature_C,2026-07-08,0,6901,80,149.01,High
303,EchoGroup,True,,starter,2023-07-04,,29,3811,Feature_B,2025-12-29,0,3811,29,67.11,Medium
305,Keen AI,True,,enterprise,2023-12-09,,14,178,Feature_A,2024-11-26,0,178,14,15.78,Low
313,TrekPro,True,,free,2024-12-02,,18,1232,Feature_A,2026-08-12,0,1232,18,30.32,Low
314,ArcSoftware,False,2024-02-01 13:12:31,starter,2023-11-25,2024-02-08,3,4126,Feature_A,2024-11-24,1,8252,6,88.52,Medium
314,ArcSoftware,False,2024-02-01 13:12:31,professional,2024-02-08,2024-02-01,3,4126,Feature_A,2024-11-24,1,8252,6,88.52,Medium
315,RushDigital,True,,free,2025-03-29,,12,1035,Feature_B,2026-02-12,0,1035,12,22.35,Low
316,VertexTech,True,,starter,2023-09-14,,37,3630,Feature_B,2024-02-12,0,3630,37,73.3,Medium
318,Jade Dev,True,,professional,2023-08-30,2024-04-27,45,2202,Feature_C,2024-05-30,0,10050,176,276.5,High
318,Jade Dev,True,,professional,2023-08-30,2024-04-27,43,2823,Feature_C,2026-04-16,0,10050,176,276.5,High
318,Jade Dev,True,,enterprise,2024-04-27,,45,2202,Feature_C,2024-05-30,0,10050,176,276.5,High
318,Jade Dev,True,,enterprise,2024-04-27,,43,2823,Feature_C,2026-04-16,0,10050,176,276.5,High
320,Wave Stack,True,,free,2025-02-13,,23,4857,Feature_A,2026-03-29,0,4857,23,71.57,Medium
321,BoltNet,True,,free,2023-07-14,,49,3291,Feature_B,2024-11-09,0,8273,79,161.73000000000002,High
321,BoltNet,True,,free,2023-07-14,,30,4982,Feature_C,2026-04-10,0,8273,79,161.73000000000002,High
324,Hive Ops,True,,free,2024-10-19,2025-09-02,1,3836,Feature_A,2026-06-22,0,11508,3,118.08,Medium
324,Hive Ops,True,,starter,2025-09-02,2025-11-01,1,3836,Feature_A,2026-06-22,0,11508,3,118.08,Medium
324,Hive Ops,True,,enterprise,2025-11-01,,1,3836,Feature_A,2026-06-22,0,11508,3,118.08,Medium
326,NexusAnalytics,False,2024-09-02 10:33:28,starter,2023-07-14,2024-01-12,17,2759,Feature_A,2026-03-17,1,8277,51,133.76999999999998,High
326,NexusAnalytics,False,2024-09-02 10:33:28,professional,2024-01-12,2024-11-30,17,2759,Feature_A,2026-03-17,1,8277,51,133.76999999999998,High
326,NexusAnalytics,False,2024-09-02 10:33:28,starter,2024-11-30,2024-09-02,17,2759,Feature_A,2026-03-17,1,8277,51,133.76999999999998,High
327,JadePro,True,,starter,2023-06-20,2024-03-23,9,3289,Feature_C,2026-09-18,0,6578,18,83.78,Medium
327,JadePro,True,,professional,2024-03-23,,9,3289,Feature_C,2026-09-18,0,6578,18,83.78,Medium
329,ZenLabs,True,,free,2023-08-08,,41,3090,Feature_C,2026-04-11,0,3090,41,71.9,Medium
331,UnitWorks,True,,professional,2025-04-07,,19,2930,Feature_A,2024-01-08,0,2930,19,48.3,Low
334,ZenDev,True,,professional,2024-09-22,2025-07-29,1,385,Feature_B,2026-04-18,0,770,2,9.7,Low
334,ZenDev,True,,professional,2025-07-29,,1,385,Feature_B,2026-04-18,0,770,2,9.7,Low
336,WaveGroup,True,,enterprise,2023-06-09,,9,1667,Feature_A,2025-02-13,0,1667,9,25.67,Low
337,Nexus Digital,True,,starter,2023-12-06,,45,1383,Feature_A,2025-12-23,0,1383,45,58.83,Low
338,JadeIO,False,2024-05-30 18:29:28,enterprise,2023-06-24,2024-05-30,48,3373,Feature_B,2024-03-12,1,7169,73,144.69,High
338,JadeIO,False,2024-05-30 18:29:28,enterprise,2023-06-24,2024-05-30,17,660,Feature_B,2024-07-15,1,7169,73,144.69,High
338,JadeIO,False,2024-05-30 18:29:28,enterprise,2023-06-24,2024-05-30,8,3136,Feature_A,2024-08-21,1,7169,73,144.69,High
339,DataHQ,True,,starter,2023-01-20,2023-08-05,22,4255,Feature_C,2025-05-25,0,8510,44,129.1,High
339,DataHQ,True,,starter,2023-08-05,,22,4255,Feature_C,2025-05-25,0,8510,44,129.1,High
341,VertexIO,True,,starter,2023-03-05,,14,1035,Feature_B,2025-01-30,0,1035,14,24.35,Low
342,Vertex Logic,False,2025-05-08 15:14:12,starter,2024-08-09,2025-01-06,14,2096,Feature_A,2026-09-14,1,4192,28,69.92,Medium
342,Vertex Logic,False,2025-05-08 15:14:12,starter,2025-01-06,2025-05-08,14,2096,Feature_A,2026-09-14,1,4192,28,69.92,Medium
344,PeakVentures,True,,free,2025-02-22,,28,1104,Feature_A,2024-01-14,0,1104,28,39.04,Low
346,SageHub,False,2024-06-05 12:04:16,free,2023-05-21,2024-06-05,39,4173,Feature_C,2024-07-22,1,12369,80,203.69,High
346,SageHub,False,2024-06-05 12:04:16,free,2023-05-21,2024-06-05,16,3300,Feature_A,2025-12-07,1,12369,80,203.69,High
346,SageHub,False,2024-06-05 12:04:16,free,2023-05-21,2024-06-05,25,4896,Feature_A,2026-07-07,1,12369,80,203.69,High
347,ArcPlatform,True,,professional,2023-11-29,,25,826,Feature_C,2026-08-22,0,826,25,33.26,Low
348,Vine Logic,True,,free,2024-04-07,,7,1426,Feature_B,2025-06-17,0,1426,7,21.259999999999998,Low
350,DriftSolutions,False,2025-09-20 19:32:00,free,2023-04-26,2024-04-07,23,2010,Feature_A,2025-12-19,1,11880,112,230.8,High
350,DriftSolutions,False,2025-09-20 19:32:00,free,2023-04-26,2024-04-07,33,3930,Feature_C,2026-02-19,1,11880,112,230.8,High
350,DriftSolutions,False,2025-09-20 19:32:00,professional,2024-04-07,2025-09-20,23,2010,Feature_A,2025-12-19,1,11880,112,230.8,High
350,DriftSolutions,False,2025-09-20 19:32:00,professional,2024-04-07,2025-09-20,33,3930,Feature_C,2026-02-19,1,11880,112,230.8,High
356,DriftPro,True,,professional,2025-05-13,,26,4513,Feature_B,2026-07-19,0,4513,26,71.13,Medium
357,VertexDev,True,,free,2024-05-10,,34,4140,Feature_C,2025-02-01,0,4140,34,75.4,Medium
358,BeamGroup,True,,professional,2024-10-09,,47,1549,Feature_C,2025-07-14,0,1549,47,62.49,Low
360,Sync Analytics,True,,professional,2023-12-16,2024-02-22,6,2655,Feature_B,2025-11-20,0,5310,12,65.1,Medium
360,Sync Analytics,True,,enterprise,2024-02-22,,6,2655,Feature_B,2025-11-20,0,5310,12,65.1,Medium
363,VertexLogic,True,,starter,2023-11-19,,33,1254,Feature_A,2026-01-15,0,2679,37,63.79,Low
363,VertexLogic,True,,starter,2023-11-19,,4,1425,Feature_B,2026-07-09,0,2679,37,63.79,Low
365,Grid Dev,True,,starter,2023-11-15,,37,3647,Feature_A,2026-01-06,0,3647,37,73.47,Medium
370,Xenon Logic,False,2025-06-06 18:43:17,starter,2024-05-01,2025-06-06,11,662,Feature_B,2024-12-19,1,662,11,17.62,Low
371,ZealStudio,True,,free,2025-03-22,,46,3791,Feature_B,2026-08-06,0,3791,46,83.91,Medium
373,VineNet,True,,enterprise,2025-09-05,,22,2103,Feature_C,2025-07-17,0,2103,22,43.03,Low
374,UltraIO,False,2025-07-01 07:39:47,free,2024-11-07,2025-07-01,46,2114,Feature_B,2025-08-18,1,2114,46,67.14,Medium
376,XenonDynamics,True,,free,2024-12-20,,20,364,Feature_B,2026-04-19,0,364,20,23.64,Low
379,BeamDynamics,True,,enterprise,2023-10-03,,34,869,Feature_C,2024-04-03,0,869,34,42.69,Low
380,KeenIO,True,,free,2023-03-22,2023-09-08,47,3279,Feature_B,2024-03-19,0,20541,213,418.40999999999997,High
380,KeenIO,True,,free,2023-03-22,2023-09-08,24,3568,Feature_C,2025-02-20,0,20541,213,418.40999999999997,High
380,KeenIO,True,,professional,2023-09-08,2024-01-01,47,3279,Feature_B,2024-03-19,0,20541,213,418.40999999999997,High
380,KeenIO,True,,professional,2023-09-08,2024-01-01,24,3568,Feature_C,2025-02-20,0,20541,213,418.40999999999997,High
380,KeenIO,True,,starter,2024-01-01,,47,3279,Feature_B,2024-03-19,0,20541,213,418.40999999999997,High
380,KeenIO,True,,starter,2024-01-01,,24,3568,Feature_C,2025-02-20,0,20541,213,418.40999999999997,High
385,WarpCorp,True,,professional,2023-09-28,2024-05-18,21,385,Feature_A,2024-06-14,0,3468,72,106.68,Medium
385,WarpCorp,True,,professional,2023-09-28,2024-05-18,3,771,Feature_B,2025-08-31,0,3468,72,106.68,Medium
385,WarpCorp,True,,starter,2024-05-18,2024-10-29,21,385,Feature_A,2024-06-14,0,3468,72,106.68,Medium
385,WarpCorp,True,,starter,2024-05-18,2024-10-29,3,771,Feature_B,2025-08-31,0,3468,72,106.68,Medium
385,WarpCorp,True,,enterprise,2024-10-29,,21,385,Feature_A,2024-06-14,0,3468,72,106.68,Medium
385,WarpCorp,True,,enterprise,2024-10-29,,3,771,Feature_B,2025-08-31,0,3468,72,106.68,Medium
386,EchoCloud,False,2025-04-03 14:37:22,starter,2024-03-21,2025-04-03,30,506,Feature_A,2024-01-16,1,779,31,38.79,Low
386,EchoCloud,False,2025-04-03 14:37:22,starter,2024-03-21,2025-04-03,1,273,Feature_A,2026-08-19,1,779,31,38.79,Low
387,GridDynamics,True,,free,2024-08-21,2025-06-11,12,2910,Feature_A,2025-06-16,0,5820,24,82.2,Medium
387,GridDynamics,True,,enterprise,2025-06-11,,12,2910,Feature_A,2025-06-16,0,5820,24,82.2,Medium
388,MetaDev,False,2025-07-02 08:57:54,free,2024-06-21,2025-07-02,8,3516,Feature_C,2024-02-10,1,3516,8,43.16,Low
389,CloudLabs,False,2025-06-22 22:02:28,free,2024-09-11,2025-06-22,33,3748,Feature_C,2025-10-05,1,3748,33,70.47999999999999,Medium
390,Sync HQ,False,2025-05-03 05:29:33,starter,2025-03-10,2025-07-17,34,4813,Feature_C,2025-08-06,1,14439,102,246.39,High
390,Sync HQ,False,2025-05-03 05:29:33,starter,2025-07-17,2025-10-18,34,4813,Feature_C,2025-08-06,1,14439,102,246.39,High
390,Sync HQ,False,2025-05-03 05:29:33,professional,2025-10-18,2025-05-03,34,4813,Feature_C,2025-08-06,1,14439,102,246.39,High
391,QuarkSolutions,True,,enterprise,2023-08-12,2024-01-28,43,1547,Feature_C,2026-05-25,0,3094,86,116.94,Medium
391,QuarkSolutions,True,,professional,2024-01-28,,43,1547,Feature_C,2026-05-25,0,3094,86,116.94,Medium
392,Keen Pro,False,2024-07-12 04:29:34,free,2023-09-30,2024-06-10,38,2737,Feature_C,2024-03-31,1,5474,76,130.74,High
392,Keen Pro,False,2024-07-12 04:29:34,professional,2024-06-10,2024-07-12,38,2737,Feature_C,2024-03-31,1,5474,76,130.74,High
393,EchoCorp,True,,free,2024-07-02,,26,2575,Feature_A,2024-04-29,0,2575,26,51.75,Low
396,Data Works,True,,professional,2024-11-25,,31,3237,Feature_A,2025-04-10,0,7284,78,150.84,High
396,Data Works,True,,professional,2024-11-25,,14,2734,Feature_A,2025-04-22,0,7284,78,150.84,High
396,Data Works,True,,professional,2024-11-25,,33,1313,Feature_C,2026-07-10,0,7284,78,150.84,High
